Key,Chinese
Generic/CookingRequestCompleteConvo_Intro_000_1141631307,你給我帶來了<requestItem> ？
Generic/CookingRequestCompleteConvo_Option_000_-347156278,這給你！
Generic/CookingRequestCompleteConvo_Option_001_-1145092696,還沒有，抱歉。
Generic/CookingRequestCompleteConvo_Response_000_000_-597234378,那太棒了。 現在我可以製作<BulletinBoardReward>
Generic/CookingRequestCompleteConvo_Response_001_000_-233951423,哇 . . . 你讓我對<BulletinBoardReward>感到興奮。
Generic/TradeWrongTypeOfItem_Intro_000_876255129,啊 . . . 這不是我所追求的。
Generic/TradeWrongTypeOfItem_Intro_001_1156428998,你可以把這個還給我。
Npc4/RandomConvo_026_Intro_000_975643662,<yes>我聽說過地下深處的礦井。 þ
Npc4/RandomConvo_026_Intro_001_814693872,<glee>深沉而黑暗。 þ
Npc4/RandomConvo_026_Intro_002_1489584501,它們仍然在<Shift>，所以它們在不斷變化。þ
Npc4/RandomConvo_026_Intro_003_105871714,<thinking>這真是個藏東西的好地方，你知道嗎？
Npc4/RandomConvo_026_Intro_004_-1269455549,<shy>如果你需要一個，我是說。
Npc0/Night_Greeting 2_Intro_000_88987245,<no>我不喜歡黑暗。þ
Npc0/Night_Greeting 2_Intro_001_-963467606,不管怎樣，怎麼了，<PlayerName>？þ
Npc0/Night_Greeting 2_Response_003_000_-1443813549,<scared>已經離開了？
Npc1/Arvo_Greeting 1_Intro_000_-684964628,<haha>今天過得真快！
Npc1/Arvo_Greeting 1_Intro_001_1025999995,<no>已經是該死的下午了！
Npc1/Arvo_Greeting 1_Response_003_000_2055211585,<wave>我相信我們很快就會見面的。
Generic/NoPhotoGiven_Intro_000_1658853761,噢，你沒有照片嗎？ 沒關係！
Generic/StopFollowing_Intro_000_1044397460,和<PlayerName>一起出去玩的日子真好！
Generic/StopFollowing_Intro_001_-1757822502,我們要去哪裡？
Generic/StopFollowing_Option_000_1116896312,這很有趣...
Generic/StopFollowing_Option_001_224761202,我們繼續吧！
Generic/StopFollowing_Response_000_000_208912727,哦，反正我也該走了。
Generic/StopFollowing_Response_000_001_1205591792,謝謝你和我一起玩，<PlayerName>。
Generic/StopFollowing_Response_001_000_-1152895088,我們走吧！
Generic/TradeSameItem_Intro_000_1159588561,等一等. . .這是一個<BulletinBoardReward>。我正試圖擺脫我的<BulletinBoardReward> ！
Generic/TradeSameItem_Intro_001_1477965521,<haha>我想我們是正確的開始！ 在這裡，你可以把它拿回來。
Npc3/Hot_Greeting 0_Intro_000_909994616,這差點出汗。
Npc3/Hot_Greeting 0_Response_003_000_-1777931443,在這酷暑中慢慢來，<PlayerName>。
Npc5/TotalEqualsZeroTrapper_Intro_000_422933842,好吧...讓我看看...
Npc5/TotalEqualsZeroTrapper_Intro_001_499494204,這些東西好像一文不值，但如果你不想要的話，我還是可以收下的。
Npc5/TotalEqualsZeroTrapper_Option_000_1087297409,是的，我不想要它們。
Npc5/TotalEqualsZeroTrapper_Option_001_-1460722892,我會讓他們回來謝謝。
Npc5/TotalEqualsZeroTrapper_Response_000_000_874515818,對了，朋友。
Npc5/TotalEqualsZeroTrapper_Response_000_001_-622936346,乾杯。
Npc5/TotalEqualsZeroTrapper_Response_001_000_-1709815652,沒關係，如果你想賣其他東西，請返還。
Npc5/TotalEqualsZeroTrapper_Response_001_001_-669008513,感謝您訪問John'的雜貨店！
Npc4/RandomConvo_032_Intro_000_596685704,你認為也許宇宙一直想讓我們相遇，<PlayerName？þ
Npc4/RandomConvo_032_Intro_001_-1163027521,<thinking>好像有某種背景力量推動我們走到一起？þ
Npc4/RandomConvo_032_Intro_002_-58541515,我只是覺得我們是很好的朋友，你知道嗎？þ
Npc4/RandomConvo_032_Intro_003_730203853,<haha>我們成為好朋友有點可怕，對吧？þ
Npc2/High_Friendship_Greeting 2_Intro_000_-1338810806,<PlayerName>，你需要什麼嗎？
Npc2/High_Friendship_Greeting 2_Response_003_000_-2096295516,很好。
Npc6/RandomConvo_038_Intro_000_-472327321,Need Text
Npc4/RandomConvo_027_Intro_000_1861171485,<worried>我昨天有一種最奇怪的感覺。 我很高興看到你還在我們身邊，<PlayerName>。þ
Npc4/RandomConvo_027_Intro_001_-1961363142,我很確定你現在會好起來的，你明白嗎？þ
Npc3/Highest_Friendship_Greeting 0_Intro_000_-1962561301,噢， <PlayerName>。
Npc3/Highest_Friendship_Greeting 0_Intro_001_-330681928,是什麼讓你想起了老<myName>？
Npc3/Highest_Friendship_Greeting 0_Response_003_000_-1022535299,今天慢慢來，好嗎？
Generic/StopFollowing 1_Intro_000_-94525041,你在這附近做什麼好玩的，<PlayerName>？
Generic/StopFollowing 1_Option_000_1116896312,這很有趣...
Generic/StopFollowing 1_Option_001_-794442186,我們繼續吧。
Generic/StopFollowing 1_Response_000_000_1274201167,好吧，很高興和你在一起。
Generic/StopFollowing 1_Response_001_000_1587895751,帶路！
Npc1/Hot_Greeting 2_Intro_000_-1027486773,<haha>像這樣炎熱的日子讓我很高興我大部分時間都在裡面！
Npc1/Hot_Greeting 2_Intro_001_1078662702,你是如何降溫的，<PlayerName>？
Npc1/Hot_Greeting 2_Response_003_000_879035304,再見！
Generic/SellItemByWeight_Intro_000_-1685463684,啊，我看到你有一個不錯的<sellByWeightName>。
Generic/SellItemByWeight_Intro_001_812004310,看起來它的重量在<getItemWeight>左右！
Generic/SellItemByWeight_Intro_002_23656262,<getItemByWeightPrice>聽起來如何？
Generic/SellItemByWeight_Option_000_-1273337393,是的
Generic/SellItemByWeight_Option_001_1496915101,不是
Generic/SellItemByWeight_Response_000_000_1562504969,非常感謝！
Generic/SellItemByWeight_Response_001_000_375359677,別擔心朋友。
Generic/Wrong Photo Convo_Intro_000_-172836943,我的意思是，這是一張不錯的照片，但它不是我想要的. . .
Generic/Wrong Photo Convo_Option_000_-369957856,讓我再嘗試一次。
Generic/Wrong Photo Convo_Option_001_2022090122,算了。
Generic/Wrong Photo Convo_Response_000_000_-729505518,哦，你還有照片嗎？
Generic/Wrong Photo Convo_Response_001_000_-1762707071,沒問題。 感謝您的嘗試！
Npc3/Night_Greeting 2_Intro_000_473969159,<no>在這種光線下我幾乎看不到我的鼻子。þ
Npc3/Night_Greeting 2_Intro_001_-971675224,你，<PlayerName>？þ
Npc3/Night_Greeting 2_Response_003_000_1005360598,吼吼。
Npc4/RandomConvo_038_Intro_000_-1227035667,需要內容在這裡
Npc1/Cold_Greeting 0_Intro_000_263522609,<thinking>這寒冷的天氣讓我想起了家鄉…
Npc1/Cold_Greeting 0_Intro_001_1145710411,哦，你想聊天嗎？
Npc1/Cold_Greeting 0_Response_003_000_561885704,<thinking>我想知道我哥哥最近怎麼樣了……
Generic/StopFollowing 2_Intro_000_1108468517,和我的夥伴<PlayerName>一起出去玩。
Generic/StopFollowing 2_Intro_001_-1811230627,需要什麼嗎？
Generic/StopFollowing 2_Option_000_1116896312,這很有趣...
Generic/StopFollowing 2_Option_001_-794442186,我們繼續吧。
Generic/StopFollowing 2_Response_000_000_-850419957,我想我也應該去...
Generic/StopFollowing 2_Response_000_001_313840188,回頭見， <PlayerName>。<wave>
Generic/StopFollowing 2_Response_001_000_-924982946,你帶頭，我跟著！<haha>
Npc6/RandomConvo_012_Intro_000_-524182525,<thinking>我知道我們離<SouthCity>還有很長的路要走，我或許可以直接把你所有的<Licences>都交給你...
Npc6/RandomConvo_012_Intro_001_-1760050709,<no>但是告訴你，<PlayerName>，除非你努力工作以獲得你想要的東西，否則你的人生不會走得太遠！
Npc0/High_Friendship_Greeting 1_Intro_000_-229371709,嗨<PlayerName>！þ
Npc0/High_Friendship_Greeting 1_Intro_001_829572513,怎麼樣？þ
Npc0/High_Friendship_Greeting 1_Response_003_000_540678131,再見！
Generic/FlyOverIntroConvo_Intro_000_335220139,我們現在正在飛過<IslandName>，很快就會降落。þ
Generic/FlyOverIntroConvo_Intro_001_414523492,各位乘客，請準備離開飛艇。
Npc3/Medium_Friendship_Greeting 2_Intro_000_1399750202,感覺情況如何？
Npc3/Medium_Friendship_Greeting 2_Response_003_000_1005360598,吼吼。
Generic/AgreeToMakeTech_Intro_000_-210546769,þ優秀。
Generic/AgreeToMakeTech_Intro_001_1969418092,<proud>我會馬上開始。
Generic/AgreeToMakeTech_Intro_002_-1049060912,<yes>這可能需要一整晚，但我向你保證，它會在明天準備好。
Generic/AgreeToMakeTech_Intro_003_2000279374,現在，如果你不介意，我還有工作要做。
Npc6/RandomConvo_014_Intro_000_1813398571,<yes>讓我告訴你，儘管我討厭這樣做，但我對文書工作感到非常不滿。
Npc6/RandomConvo_014_Intro_001_-1461214165,<shy>這只是我在<SouthCity>中很快學到的東西。 þ
Npc6/RandomConvo_014_Intro_002_-1543720588,<haha>我想這讓我看起來像個本地人！þ
Npc6/RandomConvo_014_Intro_003_-1200273696,<yes>我告訴你，如果你想在<SouthCity>做什麼事，你需要填寫表格來申請。 þ
Npc6/Morning_Greeting 1_Intro_000_1925118300,<proud>我告訴你，今天是個美好的早晨。
Npc6/Morning_Greeting 1_Response_003_000_-1629842820,<wave>享受你的早晨！
Npc2/TechCompletedNoSpace_Intro_000_-251129241,<proud>我已經完成了你委託的<itemName>！
Npc2/TechCompletedNoSpace_Intro_001_-1735258910,我想你會發現它非常令人印象深刻！
Npc2/TechCompletedNoSpace_Intro_002_-278691367,<shocked>噢！
Npc2/TechCompletedNoSpace_Intro_003_1012488115,<no>看來你已經沒有多餘的空間了！
Npc2/TechCompletedNoSpace_Intro_004_1748897395,<yes>我會為你保留它，直到你有足夠的空間再來拿走它。
Generic/RequestItem_Incorrect_1_Intro_000_1413618201,噢...
Generic/RequestItem_Incorrect_1_Intro_001_502869155,我實際上想要<requestItem>。
Generic/RequestItem_Incorrect_1_Intro_002_773429586,我會把這個還給你。
Generic/AtWorkChat_Intro_000_1540723382,哦，你想聊什麼？
Generic/AtWorkChat_Response_002_000_-242599561,哦，那好吧。
Npc6/RandomConvo_039_Intro_000_-472327321,Need Text
Npc6/High_Friendship_Greeting 1_Intro_000_969651511,<PlayerName>！
Npc6/High_Friendship_Greeting 1_Intro_001_-1989786581,是什麼讓你看到了老<myName>？
Npc6/High_Friendship_Greeting 1_Response_003_000_1016876061,祝你有個美好的一天！
Npc7/RandomConvo_032_Intro_001_-2065225962,帶著他們自己的野生動物？
Npc7/RandomConvo_032_Intro_002_881494308,<glee>我聽說在全球都南移之前有數百種不同型別的動物..
Npc7/RandomConvo_032_Intro_003_1942494850,<thinking>也許他們在某個地方倖存了下來？þ
Npc7/RandomConvo_032_Intro_004_-1793904025,<sigh>我當然希望如此...
Npc1/Storm_Greeting 1_Intro_000_816856595,<no>我討厭所有這些雷電！
Npc1/Storm_Greeting 1_Intro_001_1636944936,<yes>但很高興見到你，<PlayerName>。
Npc1/Storm_Greeting 1_Response_003_000_1886180153,別感冒了，<PlayerName>！
Npc4/RandomConvo_018_Intro_000_29865464,我有一份需要遵守的合同。þ
Npc4/RandomConvo_018_Intro_001_878968152,<haha>哦，不，這與<Dinks>無關。þ
Generic/GivenCookingIngredient_Intro_000_1698800832,哇！ 謝謝你。 現在我可以製作一些<BulletinBoardReward>
Generic/GivenCookingIngredient_Intro_001_-1172961173,請享受這個<BulletinBoardReward> 。
Generic/GivenCookingIngredient_Intro_002_-649912268,非常感謝，<PlayerName>。
Npc1/Cold_Greeting 2_Intro_000_587215,今天好冷啊！
Npc1/Cold_Greeting 2_Intro_001_2101406293,我能為你做點什麼，<PlayerName>？
Npc1/Cold_Greeting 2_Response_003_000_2051229317,<haha>那好，再見！
Npc4/RandomConvo_013_Intro_000_-1227149770,<thinking>你每天都會抽出一些時間來跟我說話。þ
Npc4/RandomConvo_013_Intro_001_1770058808,<yes>我真的很感激，你知道。þ
Npc4/RandomConvo_013_Intro_002_676658742,<glee>所以，謝謝！þ
Npc4/RandomConvo_022_Intro_000_-147921477,<yes>我不是時尚的忠實粉絲，但我是製作東西的忠實粉絲。þ
Npc4/RandomConvo_022_Intro_001_-807880925,我喜歡認為我的衣服會比我更長壽，你知道嗎？þ
Npc4/RandomConvo_022_Intro_002_-1888909649,<yes>希望他們代代相傳。þ
Npc4/RandomConvo_022_Intro_003_1561353862,<glee>想像一下他們會講的故事！þ
Npc7/WantToBuyAnimalNonLocal_Intro_000_1263871448,哦！ 那是一個<buyItemName>。
Npc7/WantToBuyAnimalNonLocal_Intro_001_389511265,她是個小可愛，對吧？
Npc7/WantToBuyAnimalNonLocal_Intro_002_327990356,<no>很遺憾，我只能把她賣給住在島上的人。
Npc7/WantToBuyAnimalNonLocal_Intro_003_-48799110,<shy>希望你能理解。
Generic/CompostRequestCompleteConvo_Intro_000_-2141936035,噢，你有<requestItem>嗎？
Generic/CompostRequestCompleteConvo_Option_000_-347156278,這給你！
Generic/CompostRequestCompleteConvo_Option_001_-1145092696,還沒有，抱歉。
Generic/CompostRequestCompleteConvo_Response_000_000_-1295632506,偉大的！
Generic/CompostRequestCompleteConvo_Response_001_000_-2004013626,哦，那好吧...
Npc4/RandomConvo_024_Intro_000_1442120643,我試著用<IslandName>周圍的那些<itemName>做一些衣服。þ
Npc4/RandomConvo_024_Intro_001_-1175597864,<glee>在我的腦海裡，這聽起來很棒。 閃閃發光，鋒利！þ
Npc4/RandomConvo_024_Intro_002_-1455879181,但我就是不能讓自己完成這件衣服，你知道嗎？þ
Npc4/RandomConvo_024_Intro_003_-1013787147,<thinking>感覺…他們內心的黑暗都比外面的光亮？
Npc4/RandomConvo_019_Intro_000_639618927,þ我從沒見過像你這樣的人，<PlayerName>。þþ
Npc4/RandomConvo_019_Intro_001_750607525,每次我和你說話，我都覺得你給了我一點能量，你知道嗎？þþþ
Npc4/RandomConvo_019_Intro_002_1719894972,<thinking>感覺有點像，如果你不在，我不知道該怎麼辦。þ
Npc4/RandomConvo_019_Intro_003_-1663777496,<shy>這有意義嗎？þ
Npc6/RandomConvo_037_Intro_000_-472327321,Need Text
Npc0/Highest_Friendship_Greeting 1_Intro_000_-1255940411,嘿，我是<PlayerName>！þ
Npc0/Highest_Friendship_Greeting 1_Intro_001_2055633943,怎麼了？þ
Npc0/Highest_Friendship_Greeting 1_Response_003_000_419883165,稍後再找你！
Npc1/Storm_Greeting 2_Intro_000_-727246251,下雨了，還是下著暴風雨，除了<PlayerName>，我還能看到誰！
Npc1/Storm_Greeting 2_Response_003_000_2128080037,保持安全，<PlayerName>！
Npc4/RandomConvo_025_Intro_000_1096229343,我喜歡你用你的服裝來改變它，<PlayerName>。þ
Npc4/RandomConvo_025_Intro_001_-392307350,有些人每天都穿同樣的東西，你知道嗎？þþþ
Npc4/RandomConvo_025_Intro_002_-1428692302,<haha>有時我盯著他們看，試圖讓他們改變。þ
Npc4/RandomConvo_025_Intro_003_-1273001162,<no>我猜有些人不是這樣程式設計的。þ
Generic/8 NPC_Sally_Details_Intro_000_-611028823,噢。我的天啊。
Generic/8 NPC_Sally_Details_Intro_001_572996291,我能用那頭髮做什麼？
Generic/8 NPC_Sally_Details_Intro_002_-1957454464,魔法。<pumped>
Generic/8 NPC_Sally_Details_Intro_003_-980894926,哦對不起。我是<myName>。
Generic/8 NPC_Sally_Details_Intro_004_740202000,如果你厭倦了那種髮型或顏色？
Generic/8 NPC_Sally_Details_Intro_005_-1185511548,我會盡力為你修改。<shy>
Generic/12 NPC_Villager2_Intro_000_1657316191,啊！嘿！
Generic/12 NPC_Villager2_Intro_001_312701957,我是<myName>。我搬進了這裡的新房子。
Generic/12 NPC_Villager2_Intro_002_818710158,你是<PlayerName>，對吧？
Generic/12 NPC_Villager2_Intro_003_1832297057,聽說你就是那個努力建設這個小鎮的人？
Generic/12 NPC_Villager2_Intro_004_-1600818971,好吧，謝謝你， <PlayerName>！<glee>
Generic/14 NPC_Villager4_Intro_000_1657316191,啊！嘿！
Generic/14 NPC_Villager4_Intro_001_312701957,我是<myName>。我搬進了這裡的新房子。
Generic/14 NPC_Villager4_Intro_002_818710158,你是<PlayerName>，對吧？
Generic/14 NPC_Villager4_Intro_003_1832297057,聽說你就是那個努力建設這個小鎮的人？
Generic/14 NPC_Villager4_Intro_004_-1600818971,好吧，謝謝你， <PlayerName>！<glee>
Generic/14 NPC_Ghost_Intro_000_1657316191,啊！嘿！
Generic/14 NPC_Ghost_Intro_001_312701957,我是<myName>。我搬進了這裡的新房子。
Generic/14 NPC_Ghost_Intro_002_818710158,你是<PlayerName>，對吧？
Generic/14 NPC_Ghost_Intro_003_1832297057,聽說你就是那個努力建設這個小鎮的人？
Generic/14 NPC_Ghost_Intro_004_-1600818971,好吧，謝謝你， <PlayerName>！<glee>
Generic/13 NPC_Villager3_Intro_000_1657316191,啊！嘿！
Generic/13 NPC_Villager3_Intro_001_312701957,我是<myName>。我搬進了這裡的新房子。
Generic/13 NPC_Villager3_Intro_002_818710158,你是<PlayerName>，對吧？
Generic/13 NPC_Villager3_Intro_003_1832297057,聽說你就是那個努力建設這個小鎮的人？
Generic/13 NPC_Villager3_Intro_004_-1600818971,好吧，謝謝你， <PlayerName>！<glee>
Generic/SpecialIntro_Intro_000_1556973846,看來我們已經著陸了！
Generic/SpecialIntro_Intro_001_-214624691,<glee>我告訴你，我很高興你決定陪我一起冒險，<PlayerName>。
Generic/SpecialIntro_Intro_002_804688963,<worried>我開始認為<SouthCity>中沒有人敢加入我的冒險隊伍！
Generic/SpecialIntro_Intro_003_-830957595,<haha>當你第一個也是唯一一個迴應我的招募的時候，我就知道你是這份工作的合適人選！
Generic/SpecialIntro_Intro_004_-1762538434,<no>噢，親愛的，老<myName>我又在那一直說個不停了...
Generic/SpecialIntro_Intro_005_-173961940,讓我們開始吧，<PlayerName>！
Generic/SpecialIntro_Intro_006_1341706698,我到外面會合，好嗎？
Generic/Completed_Intro_000_-1962561300,噢，<PlayerName>！
Generic/Completed_Intro_001_-1733357639,<IslandName> 發展得非常好。
Generic/Completed_Intro_002_1679263794,對於我們目前的人口，<SouthCity>已經正式承認<IslandName>是一個定居點。
Generic/Completed_Intro_003_-1273784858,這意味著我們可以將基地帳篷升級為真正的市政廳。
Generic/Completed_Intro_004_1158336108,<proud>我告訴你，我們會自己承擔費用的。
Generic/Completed_Intro_005_-1090788033,如果可以的話，請你收集市政廳所需的材料。
Generic/Completed_Intro_006_729021287,<yes>我在基地帳篷前面放了一個材料箱。
Generic/Completed_Intro_007_-690945564,<shy>我告訴你，你真的讓我的生活變得更好了，<PlayerName>。
Generic/Completed_Intro_008_-1240599561,<yes>事實上，<IslandName>上的每個人都欠你一份人情！
Generic/Completed_Intro_009_1026636179,<yes>不是很多，但我們想送你一份禮物。
Generic/Completed_Intro_010_-117808786,<yes>把它想成是<IslandName>上每個人的感激之情。
Npc9/FullPhotoNoPhoto_Intro_000_1888385481,哦！這是多麼美妙的照片啊！
Npc9/FullPhotoNoPhoto_Intro_001_-347225222,<getPhotoDetails>
Npc9/FullPhotoNoPhoto_Intro_002_-1562668056,老實說，我很喜歡它！<haha>
Generic/BuilldTownOfficeRequest_Intro_000_-1962561301,噢， <PlayerName>。
Generic/BuilldTownOfficeRequest_Intro_001_1088913912,<glee>我想給你一份禮物。
Generic/BuilldTownOfficeRequest_Intro_002_96655091,這是我的<itemName>。
Generic/BuilldTownOfficeRequest_Intro_003_-962141914,<shy>我一直在給它新增資訊，就像我的一生一樣。
Generic/BuilldTownOfficeRequest_Intro_004_-1475224751,<thinking>您可能會使用它來獲取有關您正在種植的任何植物的一些資訊。
Generic/BuilldTownOfficeRequest_Intro_005_-1364099555,<yes>噢，別擔心我，老實說，我想你會更喜歡它。
Generic/BuilldTownOfficeRequest_Intro_006_-568848218,<haha>不管怎樣，我已經把所有的資訊都記錄了在這裡！
Generic/IntroToQuest_Intro_000_198331473,你今天在這裡所做的工作給我留下了深刻的印象，<PlayerName>。
Generic/IntroToQuest_Intro_001_-1366044649,<proud>我認為在<IslandName>的我們所有人都有美好的未來。
Generic/IntroToQuest_Intro_002_747685788,<shy>這是對我幫助很大的禮物。
Generic/IntroToQuest_Intro_003_-2007296247,這是一個<itemName>！
Generic/IntroToQuest_Intro_004_-496340670,我認為你應該休息一天。
Generic/IntroToQuest_Intro_005_-618367852,也許你可以去抓一些這裡的蟲子？
Generic/IntroToQuest_Intro_006_-1639147781,或者你可以烤一些你發現的水果？
Generic/IntroToQuest_Option_000_1132139550,我會想辦法做的...
Generic/IntroToQuest_Option_001_-478799519,我準備睡覺了！
Generic/IntroToQuest_Response_000_000_-782283446,<haha>我相信你會的！
Generic/IntroToQuest_Response_000_001_-1806245968,噢，在我忘記之前，把這個<itemName>也拿走。
Generic/IntroToQuest_Response_000_002_1331364812,當你累了，把它放在地上后躺下。
Generic/IntroToQuest_Response_000_003_-453960907,<haha>我告訴你，好好休息對我們倆都有好處！
Generic/IntroToQuest_Response_000_004_-262901937,感謝您今天的幫助，<PlayerName>。
Generic/IntroToQuest_Response_000_005_-746266014,我不敢相信我們在<IslandName>！
Generic/IntroToQuest_Response_000_006_1509189673,<glee>沒有你我什麼都做不了！
Generic/IntroToQuest_Response_001_000_-1957840966,<haha>我也累了！
Generic/IntroToQuest_Response_001_001_1008245657,來，拿著這個<itemName>。
Generic/IntroToQuest_Response_001_002_-1535466377,如果你累了，把它放在地上后躺下。
Generic/IntroToQuest_Response_001_003_-453960907,<haha>我告訴你，好好休息對我們倆都有好處！
Generic/IntroToQuest_Response_001_004_-262901937,感謝您今天的幫助，<PlayerName>。
Generic/IntroToQuest_Response_001_005_-746266014,我不敢相信我們在<IslandName>！
Generic/IntroToQuest_Response_001_006_1509189673,<glee>沒有你我什麼都做不了！
Generic/Intro_Intro_000_-214889772,<PlayerName>，<SouthCity>的一些人聯繫了我。
Generic/Intro_Intro_001_-541339194,<no>我被告知，在<IslandName>被確認爲正式定居點之前，我們需要5個永久居民。
Generic/Intro_Intro_002_-161680636,現在不用著急，但也許這應該是我們的下一個目標？
Generic/Intro_Intro_003_-1168595770,<haha>我告訴你，任何看到這麼棒的<IslandName>的訪客都會想留下來！
Generic/Intro_Intro_004_-1349217981,一旦<SouthCity>官方承認<IslandName>為正式定居點，我們就可以建造市政廳！
Generic/Intro_Intro_005_1933124304,<glee>我相信我們很快就會實現我們的目標！
Generic/IntroToQuest_Intro_000_-970336406,我有另一個工作給你！你願意嗎？þ
Generic/IntroToQuest_Option_000_-1606942539,我準備好了！
Generic/IntroToQuest_Option_001_-69965705,還沒有。
Generic/IntroToQuest_Response_000_000_-419569558,如果我們要在這裡建造任何東西，我們將需要材料。þ
Generic/IntroToQuest_Response_000_001_-1321341458,我認為我們需要木材和錫錠。 þ
Generic/IntroToQuest_Response_000_002_1742165851,首先是木頭？ 這很容易。你砍倒一棵樹，然後你就會得到了一些原木。þ <yes>
Generic/IntroToQuest_Response_000_003_1994797160,然後是錫錠？ 這有點棘手。 我在島上到處看到它從巖石中伸露出來。 這是一種深色點礦石。 看到了就知道了。<yes>
Generic/IntroToQuest_Response_000_004_-1175240756,現在，我們需要先將它熔鍊成錠，然後才能使用錫錠來建造東西。<thinking>
Generic/IntroToQuest_Response_000_005_-473947908,去小島找一找<questRequiredItems>吧。
Generic/IntroToQuest_Response_000_006_1906879721,把它們帶回來，我會告訴你怎樣才能把錫礦變成錫錠。<glee>
Generic/IntroToQuest_Response_001_000_675313766,那就對了。
Generic/IntroToQuest_Response_001_001_-1345979539,快點回來找我，好嗎？
Generic/Intro_Intro_000_-1263346078,噢，<PlayerName>！
Generic/Intro_Intro_001_-426756509,我們的小鎮真的在成長耶！
Generic/Intro_Intro_002_-83166712,有人告訴我，他們住在這裡很有趣。
Generic/Intro_Intro_003_1802048118,有一個可用的新房屋契約。<yes>
Generic/Intro_Intro_004_1757828244,一旦他們的家建成，我相信他們會搬進來的！<glee>
Generic/IntroToQuest_Intro_000_722888991,如您所知，我們的任務是在這個島上建立一個新的定居點。þ
Generic/IntroToQuest_Intro_001_442058723,我知道你剛到，但我馬上需要你的幫助！þ
Generic/IntroToQuest_Intro_002_-293567288,我們需要做的第一件事是建立一個大本營。þ
Generic/IntroToQuest_Intro_003_697193655,拿著這個<itemName>。這將是我們的運營基地。我們將從那裡建造定居點。
Generic/IntroToQuest_Intro_004_-706726307,在決定從哪裡開始我們的新定居點之前，請花點時間環顧島嶼。
Generic/IntroToQuest_Intro_005_-2054956679,找到合適的地方后，您需要清理土地以放置 <itemName>。
Generic/IntroToQuest_Intro_006_-1257970892,我會給你一些我帶來的工具。這些應該足以清理一片空地來放置 <itemName>
Generic/IntroToQuest_Intro_007_-549091366,我會在碼頭等你，但一旦你設定好，我會在<itemName>與你會面。如果您還有任何問題，請來找我。
Generic/IntroToQuest_Intro_008_-586656376,我很高興你在這裡安頓下來，我很高興能和你一起工作！
Generic/IntroToQuest_Intro_000_-2000246468,哇！
Generic/IntroToQuest_Intro_001_-1311643710,<glee>聞一聞新鮮空氣！
Generic/IntroToQuest_Intro_002_1270644192,我告訴你，終於回到<IslandName>的感覺真好。
Generic/IntroToQuest_Intro_003_-275257405,現在，<PlayerName>，我需要你的幫助才能安頓下來，好嗎？þ
Generic/IntroToQuest_Intro_004_-1685605881,<yes>我會給你這個<itemName>。 花點時間，為它找到一個好地方。 它將成為我們的城鎮中心！
Generic/IntroToQuest_Intro_005_708294208,也拿著這張地圖。 如果您有任何問題，請直接問我。þ
Generic/IntroToQuest_Intro_006_-99050250,<shy>我已經很久沒有回到<IslandName>了，但我想我仍然可以提供幫助。þ
Generic/IntroToQuest_Intro_007_-2100263442,<yes>我會在這個碼頭等你，直到你放置好<itemName>。
Generic/IntroToQuest_Intro_008_789647336,<yes>因此，如果您迷路了，只需打開您的地圖然後找到碼頭。
Generic/IntroToQuest_Intro_009_-291966791,祝你好運，<PlayerName>！
Generic/IntroToQuest_Intro_000_-242915526,<shy>我還有一份工作要給你，<PlayerName>。þ
Generic/IntroToQuest_Intro_001_-1212718341,  你準備好了嗎？
Generic/IntroToQuest_Option_001_624177361,我想申請許可證。
Generic/IntroToQuest_Option_002_-69965705,還沒有。
Generic/IntroToQuest_Response_000_000_-1843857184,我告訴你，我認為露營很有趣！
Generic/IntroToQuest_Response_000_001_1968507738,<yes>但如果我們要說服人們留在<IslandName>上，我們就必須開始建造更多的永久性建築。
Generic/IntroToQuest_Response_000_002_986515132,<thinking>我注意到這個島上有很多<itemName>。 我看到它從各處的巖石露出來。
Generic/IntroToQuest_Response_000_003_-651896406,<proud>我知道一種方法可以將<itemName>冶煉成非常適合建造的材料。
Generic/IntroToQuest_Response_000_004_-1744869158,現在，我需要你給我帶來一些材料。
Generic/IntroToQuest_Response_000_005_-663368128,我們需要<questRequiredItems>。
Generic/IntroToQuest_Response_000_006_-540063108,請記住，您需要<MiningLicence>才能購買鎬子來收集礦石和巖石。
Generic/IntroToQuest_Response_000_007_-1381187682,<proud>一旦你收集了我們需要的一全部材料，就來找我吧！
Generic/IntroToQuest_Response_001_000_-1196759346,那我們來看看吧。
Generic/IntroToQuest_Response_002_000_-154524916,<yes>對。
Generic/IntroToQuest_Response_002_001_-140313311,你已經幫了很多忙，所以慢點來，<PlayerName>。
Generic/IntroToQuest_Response_002_002_1921055682,<glee>準備好后再來見我。
Generic/PlaceKennelRequest_Intro_000_1419178827,嘿<PlayerName>。 想要一隻寵物狗？
Generic/PlaceKennelRequest_Intro_001_124223727,<yes>如果你把這個<itemName>放在某個地方后再來跟我說話。
Generic/Intro_Intro_000_-1962561300,噢，<PlayerName>！
Generic/Intro_Intro_001_2017910248,城鎮經濟發展非常好。
Generic/Intro_Intro_002_1664411005,我認為現在可能是我們著手建立一家銀行的好時機。
Generic/Intro_Intro_003_1918653559,如果您有興趣申請銀行契約，請與我聯繫！<yes>
Generic/BuilldTownOfficeRequest_Intro_000_-747642734,嘿！<PlayerName>。
